1 0 0	crt-trn/img_00001.png
0 1 0	crt-trn/img_00002.png
0 1 0	crt-trn/img_00003.png
0 0 1	crt-trn/img_00004.png
0 0 1	crt-trn/img_00005.png
1 0 0	crt-trn/img_00006.png
0 0 1	crt-trn/img_00007.png
1 0 0	crt-trn/img_00008.png
1 0 0	crt-trn/img_00009.png
1 0 0	crt-trn/img_00010.png
0 1 0	crt-trn/img_00011.png
1 0 0	crt-trn/img_00012.png
0 1 0	crt-trn/img_00013.png
1 0 0	crt-trn/img_00014.png
1 0 0	crt-trn/img_00015.png
1 0 0	crt-trn/img_00016.png
1 0 0	crt-trn/img_00017.png
1 0 0	crt-trn/img_00018.png
1 0 0	crt-trn/img_00019.png
1 0 0	crt-trn/img_00020.png
1 0 0	crt-trn/img_00021.png
0 1 0	crt-trn/img_00022.png
0 1 0	crt-trn/img_00023.png
0 1 0	crt-trn/img_00024.png
1 0 0	crt-trn/img_00025.png
0 0 1	crt-trn/img_00026.png
0 1 0	crt-trn/img_00027.png
0 0 1	crt-trn/img_00028.png
0 0 1	crt-trn/img_00029.png
1 0 0	crt-trn/img_00030.png
1 0 0	crt-trn/img_00031.png
0 0 1	crt-trn/img_00032.png
1 0 0	crt-trn/img_00033.png
0 1 0	crt-trn/img_00034.png
1 0 0	crt-trn/img_00035.png
1 0 0	crt-trn/img_00036.png
0 1 0	crt-trn/img_00037.png
1 0 0	crt-trn/img_00038.png
0 1 0	crt-trn/img_00039.png
0 0 1	crt-trn/img_00040.png
0 1 0	crt-trn/img_00041.png
0 1 0	crt-trn/img_00042.png
1 0 0	crt-trn/img_00043.png
1 0 0	crt-trn/img_00044.png
0 1 0	crt-trn/img_00045.png
1 0 0	crt-trn/img_00046.png
0 0 1	crt-trn/img_00047.png
0 0 1	crt-trn/img_00048.png
0 1 0	crt-trn/img_00049.png
0 1 0	crt-trn/img_00050.png
0 0 1	crt-trn/img_00051.png
0 0 1	crt-trn/img_00052.png
0 1 0	crt-trn/img_00053.png
0 1 0	crt-trn/img_00054.png
0 1 0	crt-trn/img_00055.png
0 1 0	crt-trn/img_00056.png
1 0 0	crt-trn/img_00057.png
0 0 1	crt-trn/img_00058.png
0 1 0	crt-trn/img_00059.png
0 0 1	crt-trn/img_00060.png
0 0 1	crt-trn/img_00061.png
1 0 0	crt-trn/img_00062.png
0 1 0	crt-trn/img_00063.png
0 0 1	crt-trn/img_00064.png
0 0 1	crt-trn/img_00065.png
0 1 0	crt-trn/img_00066.png
1 0 0	crt-trn/img_00067.png
0 1 0	crt-trn/img_00068.png
1 0 0	crt-trn/img_00069.png
1 0 0	crt-trn/img_00070.png
0 1 0	crt-trn/img_00071.png
0 1 0	crt-trn/img_00072.png
0 0 1	crt-trn/img_00073.png
1 0 0	crt-trn/img_00074.png
0 1 0	crt-trn/img_00075.png
1 0 0	crt-trn/img_00076.png
1 0 0	crt-trn/img_00077.png
0 0 1	crt-trn/img_00078.png
0 1 0	crt-trn/img_00079.png
0 0 1	crt-trn/img_00080.png
